,type,team_0_crowns,opponent_0_crowns,team_0_cards_0_name,team_0_cards_1_name,team_0_cards_2_name,team_0_cards_3_name,team_0_cards_4_name,team_0_cards_5_name,team_0_cards_6_name,team_0_cards_7_name,team_0_cards_0_level,team_0_cards_1_level,team_0_cards_2_level,team_0_cards_3_level,team_0_cards_4_level,team_0_cards_5_level,team_0_cards_6_level,team_0_cards_7_level,team_0_cards_0_maxLevel,team_0_cards_1_maxLevel,team_0_cards_2_maxLevel,team_0_cards_3_maxLevel,team_0_cards_4_maxLevel,team_0_cards_5_maxLevel,team_0_cards_6_maxLevel,team_0_cards_7_maxLevel,opponent_0_cards_0_name,opponent_0_cards_1_name,opponent_0_cards_2_name,opponent_0_cards_3_name,opponent_0_cards_4_name,opponent_0_cards_5_name,opponent_0_cards_6_name,opponent_0_cards_7_name,opponent_0_cards_0_level,opponent_0_cards_1_level,opponent_0_cards_2_level,opponent_0_cards_3_level,opponent_0_cards_4_level,opponent_0_cards_5_level,opponent_0_cards_6_level,opponent_0_cards_7_level,opponent_0_cards_0_maxLevel,opponent_0_cards_1_maxLevel,opponent_0_cards_2_maxLevel,opponent_0_cards_3_maxLevel,opponent_0_cards_4_maxLevel,opponent_0_cards_5_maxLevel,opponent_0_cards_6_maxLevel,opponent_0_cards_7_maxLevel
17,pathOfLegend,3,1,Golem,Barbarian Barrel,Electro Dragon,Lumberjack,Tornado,Elixir Collector,Golden Knight,Phoenix,9,9,9,6,9,12,4,6,9,9,9,6,9,12,4,6,Miner,Mega Knight,Wall Breakers,Prince,Zap,Arrows,Archer Queen,Minions,6,6,9,9,14,14,4,14,6,6,9,9,14,14,4,14
18,pathOfLegend,1,0,Golem,Barbarian Barrel,Electro Dragon,Lumberjack,Tornado,Elixir Collector,Golden Knight,Phoenix,9,9,9,6,9,12,4,6,9,9,9,6,9,12,4,6,Electro Giant,Fire Spirit,Tornado,Phoenix,Barbarian Barrel,Cannon,Golden Knight,Lightning,9,14,9,6,9,14,4,9,9,14,9,6,9,14,4,9
19,pathOfLegend,1,0,Golem,Barbarian Barrel,Electro Dragon,Lumberjack,Tornado,Elixir Collector,Golden Knight,Phoenix,9,9,9,6,9,12,4,6,9,9,9,6,9,12,4,6,P.E.K.K.A,Battle Ram,Royal Ghost,Bandit,Fireball,Electro Wizard,Magic Archer,Zap,9,12,6,6,12,6,6,14,9,12,6,6,12,6,6,14
20,pathOfLegend,3,1,Golem,Barbarian Barrel,Electro Dragon,Lumberjack,Tornado,Elixir Collector,Golden Knight,Phoenix,9,9,9,6,9,12,4,6,9,9,9,6,9,12,4,6,Balloon,Zap,Inferno Dragon,Skeleton Army,Freeze,Mega Knight,Lumberjack,Furnace,9,14,6,9,7,6,6,12,9,14,6,9,9,6,6,12
21,pathOfLegend,3,0,Golem,Barbarian Barrel,Electro Dragon,Lumberjack,Tornado,Elixir Collector,Golden Knight,Phoenix,9,9,9,6,9,12,4,6,9,9,9,6,9,12,4,6,Lava Hound,Tombstone,Zap,Balloon,Skeleton Dragons,Fireball,Phoenix,Mighty Miner,6,12,14,9,14,12,6,4,6,12,14,9,14,12,6,4
22,pathOfLegend,0,3,Golem,Barbarian Barrel,Electro Dragon,Lumberjack,Tornado,Elixir Collector,Golden Knight,Phoenix,9,9,9,6,9,12,4,6,9,9,9,6,9,12,4,6,Lava Hound,Skeleton Dragons,Zap,Balloon,Tombstone,Fireball,Phoenix,Barbarians,6,14,14,9,12,12,6,14,6,14,14,9,12,12,6,14
23,pathOfLegend,0,1,Golem,Barbarian Barrel,Electro Dragon,Lumberjack,Tornado,Elixir Collector,Golden Knight,Phoenix,9,9,9,6,9,12,4,6,9,9,9,6,9,12,4,6,Tornado,Earthquake,Goblins,P.E.K.K.A,Executioner,The Log,Hog Rider,Electro Wizard,9,12,14,9,9,6,12,6,9,12,14,9,9,6,12,6
24,pathOfLegend,0,1,Golem,Barbarian Barrel,Electro Dragon,Lumberjack,Tornado,Elixir Collector,Golden Knight,Phoenix,9,9,9,6,9,12,4,6,9,9,9,6,9,12,4,6,Hunter,Barbarians,Firecracker,Heal Spirit,Fireball,The Log,Skeletons,Royal Hogs,9,14,14,12,12,6,14,12,9,14,14,12,12,6,14,12
2,pathOfLegend,2,1,Monk,Minions,Phoenix,Rage,Freeze,Mother Witch,Balloon,Zappies,4,14,6,9,9,6,9,12,4,14,6,9,9,6,9,12,Goblin Barrel,Poison,Princess,Archers,Goblins,Knight,Cannon,Wall Breakers,9,9,6,14,14,14,14,9,9,9,6,14,14,14,14,9
3,pathOfLegend,2,1,Monk,Minions,Phoenix,Rage,Freeze,Mother Witch,Balloon,Zappies,4,14,6,9,9,6,9,12,4,14,6,9,9,6,9,12,Balloon,Skeleton Army,Arrows,Hog Rider,Barbarians,Phoenix,Freeze,Valkyrie,9,9,14,12,14,6,9,12,9,9,14,12,14,6,9,12
4,pathOfLegend,0,3,Monk,Minions,Phoenix,Rage,Freeze,Mother Witch,Balloon,Zappies,4,14,6,9,9,6,9,12,4,14,6,9,9,6,9,12,P.E.K.K.A,Graveyard,Electro Wizard,Bandit,Golden Knight,Guards,Arrows,Zap,9,6,6,6,4,9,14,14,9,6,6,6,4,9,14,14
0,pathOfLegend,1,0,Goblins,The Log,Earthquake,Firecracker,Ice Spirit,Tesla,Hog Rider,Monk,14,6,12,14,14,14,12,3,14,6,12,14,14,14,12,4,X-Bow,Skeletons,The Log,Ice Spirit,Tesla,Archers,Fireball,Ice Golem,9,14,6,14,14,14,12,12,9,14,6,14,14,14,12,12
1,pathOfLegend,0,1,Goblins,The Log,Earthquake,Firecracker,Ice Spirit,Tesla,Hog Rider,Monk,14,6,12,14,14,14,12,3,14,6,12,14,14,14,12,4,Ice Golem,Skeletons,Giant Snowball,Earthquake,Hog Rider,Mini P.E.K.K.A,Magic Archer,Bats,12,14,14,12,12,12,6,14,12,14,14,12,12,12,6,14
2,pathOfLegend,1,0,Bats,Wall Breakers,Arrows,Prince,Zap,Archer Queen,Bandit,Mega Knight,14,9,14,9,14,4,6,6,14,9,14,9,14,4,6,6,Goblin Giant,Sparky,Baby Dragon,Mini P.E.K.K.A,Electro Wizard,Zap,Dark Prince,Rage,9,6,9,12,6,14,9,8,9,6,9,12,6,14,9,9
3,pathOfLegend,1,2,Bats,Wall Breakers,Arrows,Prince,Zap,Archer Queen,Bandit,Mega Knight,14,9,14,9,14,4,6,6,14,9,14,9,14,4,6,6,Electro Wizard,Goblin Barrel,Tornado,Arrows,Sparky,Giant Skeleton,Wizard,Goblin Gang,6,9,9,14,6,9,12,14,6,9,9,14,6,9,12,14
4,pathOfLegend,0,1,Goblins,The Log,Earthquake,Firecracker,Ice Spirit,Tesla,Hog Rider,Monk,14,6,12,14,14,14,12,4,14,6,12,14,14,14,12,4,Royal Recruits,Zappies,Goblin Cage,Arrows,Royal Hogs,Flying Machine,Fireball,Barbarian Barrel,14,12,12,14,12,12,12,9,14,12,12,14,12,12,12,9
5,pathOfLegend,3,1,Goblins,The Log,Earthquake,Firecracker,Ice Spirit,Tesla,Hog Rider,Monk,14,6,12,14,14,14,12,4,14,6,12,14,14,14,12,4,Hunter,Ice Golem,Royal Hogs,Heal Spirit,Three Musketeers,Barbarian Barrel,Earthquake,Skeletons,9,12,12,12,12,9,12,14,9,12,12,12,12,9,12,14
6,pathOfLegend,0,1,Goblins,The Log,Earthquake,Firecracker,Ice Spirit,Tesla,Hog Rider,Monk,14,6,12,14,14,14,12,4,14,6,12,14,14,14,12,4,Archer Queen,The Log,Hog Rider,Giant Skeleton,Cannon,Ice Spirit,Skeletons,Earthquake,4,6,12,9,14,14,14,12,4,6,12,9,14,14,14,12
7,pathOfLegend,3,0,Goblins,The Log,Earthquake,Firecracker,Ice Spirit,Tesla,Hog Rider,Monk,14,6,12,14,14,14,12,4,14,6,12,14,14,14,12,4,Golem,Lumberjack,Executioner,Dark Prince,Baby Dragon,Tornado,Barbarian Barrel,Minions,9,6,9,9,9,9,9,14,9,6,9,9,9,9,9,14
8,pathOfLegend,0,1,Knight,Royal Delivery,The Log,Earthquake,Hog Rider,Skeletons,Archers,Bomb Tower,14,14,6,12,12,14,14,12,14,14,6,12,12,14,14,12,Golem,Dark Prince,Tornado,Electro Dragon,Barbarian Barrel,Elixir Collector,Lumberjack,Phoenix,9,9,9,9,9,12,6,6,9,9,9,9,9,12,6,6
9,pathOfLegend,0,1,Bats,Wall Breakers,Arrows,Prince,Zap,Archer Queen,Bandit,Mega Knight,14,9,14,9,14,4,6,6,14,9,14,9,14,4,6,6,Lumberjack,Goblin Cage,Phoenix,Bats,Balloon,Monk,Giant Snowball,Barbarian Barrel,6,12,6,14,9,3,14,9,6,12,6,14,9,4,14,9
10,pathOfLegend,0,2,Goblins,The Log,Earthquake,Firecracker,Ice Spirit,Tesla,Hog Rider,Monk,14,6,12,14,14,14,12,4,14,6,12,14,14,14,12,4,Rage,Archers,Phoenix,Bomb Tower,Balloon,Miner,Giant Skeleton,Goblins,9,14,6,12,9,6,9,14,9,14,6,12,9,6,9,14
11,pathOfLegend,0,1,Goblins,The Log,Earthquake,Firecracker,Ice Spirit,Tesla,Hog Rider,Monk,14,6,12,14,14,14,12,4,14,6,12,14,14,14,12,4,Monk,Hog Rider,Archers,Earthquake,Goblins,Bomb Tower,The Log,Giant Snowball,4,12,14,12,14,12,6,14,4,12,14,12,14,12,6,14
12,pathOfLegend,1,0,Goblins,The Log,Earthquake,Firecracker,Ice Spirit,Tesla,Hog Rider,Monk,14,6,12,14,14,14,12,4,14,6,12,14,14,14,12,4,Goblins,Knight,The Log,Mortar,Archer Queen,Poison,Miner,Ice Spirit,14,14,6,14,4,9,6,14,14,14,6,14,4,9,6,14
13,pathOfLegend,1,0,Goblins,The Log,Earthquake,Firecracker,Ice Spirit,Tesla,Hog Rider,Monk,14,6,12,14,14,14,12,4,14,6,12,14,14,14,12,4,Ice Spirit,Mortar,Miner,Archer Queen,The Log,Poison,Valkyrie,Goblins,14,14,6,4,6,9,12,14,14,14,6,4,6,9,12,14
14,pathOfLegend,1,2,Goblins,The Log,Earthquake,Firecracker,Ice Spirit,Tesla,Hog Rider,Monk,14,6,12,14,14,14,12,4,14,6,12,14,14,14,12,4,Lava Hound,Balloon,Barbarians,Phoenix,Fireball,Skeleton Dragons,Zap,Tombstone,6,9,14,6,12,14,14,12,6,9,14,6,12,14,14,12
15,pathOfLegend,1,0,Goblins,The Log,Earthquake,Firecracker,Ice Spirit,Tesla,Hog Rider,Monk,14,6,12,14,14,14,12,4,14,6,12,14,14,14,12,4,Barbarians,Royal Hogs,Firecracker,Royal Delivery,Hunter,Heal Spirit,Earthquake,The Log,14,12,14,14,9,12,12,6,14,12,14,14,9,12,12,6
16,pathOfLegend,0,2,Goblins,The Log,Earthquake,Firecracker,Ice Spirit,Tesla,Hog Rider,Monk,14,6,12,14,14,14,12,4,14,6,12,14,14,14,12,4,Giant,Mini P.E.K.K.A,Arrows,Zap,Sparky,Minions,Mirror,Minion Horde,12,12,14,14,6,14,9,14,12,12,14,14,6,14,9,14
17,pathOfLegend,3,0,Goblins,The Log,Earthquake,Firecracker,Ice Spirit,Tesla,Hog Rider,Monk,14,6,12,14,14,14,12,4,14,6,12,14,14,14,12,4,X-Bow,Skeletons,Ice Spirit,The Log,Archers,Knight,Fireball,Tesla,9,14,14,6,14,14,12,14,9,14,14,6,14,14,12,14
18,pathOfLegend,1,0,Goblins,The Log,Earthquake,Firecracker,Ice Spirit,Tesla,Hog Rider,Monk,14,6,12,14,14,14,12,4,14,6,12,14,14,14,12,4,Mighty Miner,Ice Spirit,Phoenix,Miner,Archers,Poison,Mortar,The Log,4,14,6,6,14,9,14,6,4,14,6,6,14,9,14,6
19,pathOfLegend,0,1,Goblins,The Log,Earthquake,Firecracker,Ice Spirit,Tesla,Hog Rider,Monk,14,6,12,14,14,14,12,4,14,6,12,14,14,14,12,4,Miner,Wall Breakers,Magic Archer,Tornado,Spear Goblins,The Log,Inferno Tower,Knight,6,9,6,9,14,6,12,14,6,9,6,9,14,6,12,14
20,pathOfLegend,0,1,Goblins,The Log,Earthquake,Firecracker,Ice Spirit,Tesla,Hog Rider,Monk,14,6,12,14,14,14,12,4,14,6,12,14,14,14,12,4,Bats,Wall Breakers,Arrows,Prince,Zap,Archer Queen,Bandit,Mega Knight,14,9,14,9,14,4,6,6,14,9,14,9,14,4,6,6
21,pathOfLegend,0,1,Goblins,The Log,Earthquake,Firecracker,Ice Spirit,Tesla,Hog Rider,Monk,14,6,12,14,14,14,12,3,14,6,12,14,14,14,12,4,Golem,Dark Prince,Tornado,Electro Dragon,Barbarian Barrel,Elixir Collector,Lumberjack,Phoenix,9,9,9,9,9,12,6,6,9,9,9,9,9,12,6,6
22,pathOfLegend,0,1,Goblins,The Log,Earthquake,Firecracker,Ice Spirit,Tesla,Hog Rider,Monk,14,6,12,14,14,14,12,3,14,6,12,14,14,14,12,4,Knight,Ice Spirit,The Log,Archers,Skeletons,Rocket,Tornado,Mortar,14,14,6,14,14,12,9,14,14,14,6,14,14,12,9,14
23,pathOfLegend,1,0,Goblins,The Log,Earthquake,Firecracker,Ice Spirit,Tesla,Hog Rider,Monk,14,6,12,14,14,14,12,3,14,6,12,14,14,14,12,4,Magic Archer,Ram Rider,Giant Skeleton,Hunter,Skeleton Army,Valkyrie,Goblin Barrel,Fireball,6,6,9,9,9,12,9,12,6,6,9,9,9,12,9,12
24,pathOfLegend,0,3,Hog Rider,The Log,Ice Golem,Cannon,Ice Spirit,Musketeer,Skeletons,Fireball,12,6,12,14,14,12,14,12,12,6,12,14,14,12,14,12,Goblins,The Log,Earthquake,Firecracker,Ice Spirit,Tesla,Hog Rider,Monk,14,6,12,14,14,14,12,4,14,6,12,14,14,14,12,4
22,pathOfLegend,1,0,Royal Giant,Skeleton King,Lightning,Zappies,Mother Witch,Arrows,Skeleton Army,Fisherman,14,4,9,12,6,14,9,6,14,4,9,12,6,14,9,6,Giant Skeleton,Fireball,Arrows,Tombstone,Skeleton King,Graveyard,Inferno Dragon,Zappies,9,12,14,12,4,6,6,12,9,12,14,12,4,6,6,12
0,pathOfLegend,0,3,The Log,Magic Archer,Goblins,Inferno Tower,Ice Spirit,Golden Knight,Goblin Drill,Tornado,6,6,14,12,14,4,9,9,6,6,14,12,14,4,9,9,Goblins,Ice Spirit,Knight,Archers,Giant Snowball,Mortar,Poison,Miner,14,14,14,14,14,14,9,6,14,14,14,14,14,14,9,6
1,pathOfLegend,0,1,The Log,Magic Archer,Goblins,Inferno Tower,Ice Spirit,Golden Knight,Goblin Drill,Tornado,6,6,14,12,14,4,9,9,6,6,14,12,14,4,9,9,Barbarian Barrel,Tornado,Zappies,Executioner,Royal Ghost,Golden Knight,Goblin Drill,Cannon Cart,9,9,12,9,6,4,9,9,9,9,12,9,6,4,9,9
2,pathOfLegend,0,1,The Log,Fireball,Goblins,Archers,Ice Spirit,Mighty Miner,Goblin Drill,Cannon,6,12,14,14,14,4,9,14,6,12,14,14,14,4,9,14,Heal Spirit,Rage,Golden Knight,Goblin Giant,Archers,Tornado,Sparky,Mother Witch,12,9,4,9,14,9,6,6,12,9,4,9,14,9,6,6
3,pathOfLegend,0,1,The Log,Fireball,Goblins,Archers,Ice Spirit,Mighty Miner,Goblin Drill,Cannon,6,12,14,14,14,4,9,14,6,12,14,14,14,4,9,14,Knight,Hog Rider,Giant Snowball,Skeletons,Bomb Tower,Archers,The Log,Earthquake,14,12,14,14,12,14,6,12,14,12,14,14,12,14,6,12
4,pathOfLegend,0,1,The Log,Fireball,Goblins,Archers,Ice Spirit,Mighty Miner,Goblin Drill,Cannon,6,12,14,14,14,4,9,14,6,12,14,14,14,4,9,14,Hog Rider,The Log,Earthquake,Cannon,Archers,Giant Skeleton,Ice Spirit,Goblins,12,6,12,14,14,9,14,14,12,6,12,14,14,9,14,14
5,pathOfLegend,2,1,The Log,Fireball,Goblins,Archers,Ice Spirit,Mighty Miner,Goblin Drill,Cannon,6,12,14,14,14,4,9,14,6,12,14,14,14,4,9,14,Electro Giant,Cannon,Earthquake,Baby Dragon,Golden Knight,Skeletons,Arrows,Tornado,9,14,12,9,4,14,14,9,9,14,12,9,4,14,14,9
6,pathOfLegend,0,1,The Log,Fireball,Goblins,Archers,Ice Spirit,Mighty Miner,Goblin Drill,Cannon,6,12,14,14,14,4,9,14,6,12,14,14,14,4,9,14,Cannon,Valkyrie,Skeletons,Lightning,Executioner,The Log,Hog Rider,Royal Delivery,14,12,14,9,9,6,12,14,14,12,14,9,9,6,12,14
8,pathOfLegend,1,0,Barbarian Barrel,Electro Wizard,Bandit,Giant Snowball,Magic Archer,Royal Ghost,Tornado,Cannon Cart,9,6,6,14,6,6,9,9,9,6,6,14,6,6,9,9,Elixir Collector,Archers,Ice Golem,Ice Spirit,X-Bow,Skeletons,Mini P.E.K.K.A,The Log,12,14,12,14,9,14,12,6,12,14,12,14,9,14,12,6
9,pathOfLegend,1,0,Barbarian Barrel,Electro Wizard,Bandit,Giant Snowball,Magic Archer,Royal Ghost,Tornado,Cannon Cart,9,6,6,14,6,6,9,9,9,6,6,14,6,6,9,9,Golem,Elite Barbarians,Night Witch,Lumberjack,Phoenix,Archers,Arrows,Zap,9,14,6,6,6,14,14,14,9,14,6,6,6,14,14,14
10,pathOfLegend,0,1,Barbarian Barrel,Electro Wizard,Bandit,Giant Snowball,Magic Archer,Royal Ghost,Tornado,Cannon Cart,9,6,6,14,6,6,9,9,9,6,6,14,6,6,9,9,Graveyard,Phoenix,Fisherman,Skeleton King,The Log,Zappies,Arrows,Tombstone,6,6,6,4,6,12,14,12,6,6,6,4,6,12,14,12
11,pathOfLegend,1,0,Barbarian Barrel,Electro Wizard,Bandit,Giant Snowball,Magic Archer,Royal Ghost,Tornado,Cannon Cart,9,6,6,14,6,6,9,9,9,6,6,14,6,6,9,9,The Log,Tornado,Mortar,Miner,Magic Archer,Rocket,Goblins,Valkyrie,6,9,14,6,6,12,14,12,6,9,14,6,6,12,14,12
12,pathOfLegend,1,0,Barbarian Barrel,Electro Wizard,Bandit,Giant Snowball,Magic Archer,Royal Ghost,Tornado,Cannon Cart,9,6,6,14,6,6,9,9,9,6,6,14,6,6,9,9,Royal Giant,Fisherman,Phoenix,The Log,Royal Ghost,Electro Spirit,Hunter,Lightning,14,6,6,6,6,14,9,9,14,6,6,6,6,14,9,9
13,pathOfLegend,1,0,Barbarian Barrel,Electro Wizard,Bandit,Giant Snowball,Magic Archer,Royal Ghost,Tornado,Cannon Cart,9,6,6,14,6,6,9,9,9,6,6,14,6,6,9,9,Elixir Golem,Battle Healer,Electro Dragon,Phoenix,Bowler,Tornado,Mirror,Earthquake,12,12,9,6,9,9,9,12,12,12,9,6,9,9,9,12
14,pathOfLegend,0,1,Barbarian Barrel,Electro Wizard,Bandit,Giant Snowball,Magic Archer,Royal Ghost,Tornado,Cannon Cart,9,6,6,14,6,6,9,9,9,6,6,14,6,6,9,9,Barbarian Barrel,Zappies,Flying Machine,Fireball,Mother Witch,Royal Hogs,Elite Barbarians,Mega Knight,9,12,12,12,6,12,14,6,9,12,12,12,6,12,14,6
21,pathOfLegend,1,0,Knight,Tornado,Firecracker,Earthquake,Spear Goblins,Skeletons,The Log,Mortar,14,9,14,12,14,14,6,14,14,9,14,12,14,14,6,14,Mega Knight,Prince,Inferno Dragon,Goblin Gang,Zap,Minions,Bandit,Wall Breakers,6,9,6,14,14,14,6,9,6,9,6,14,14,14,6,9
0,pathOfLegend,0,1,Mighty Miner,Archers,Goblins,Rocket,Cannon,Goblin Drill,Wall Breakers,The Log,4,14,14,12,14,9,9,6,4,14,14,12,14,9,9,6,Lava Hound,Phoenix,Flying Machine,Skeleton Dragons,Skeleton King,Miner,Tombstone,Arrows,6,6,12,14,4,6,12,14,6,6,12,14,4,6,12,14
1,pathOfLegend,1,0,Mighty Miner,Archers,Goblins,Rocket,Cannon,Goblin Drill,Wall Breakers,The Log,4,14,14,12,14,9,9,6,4,14,14,12,14,9,9,6,Graveyard,Knight,Mega Minion,Skeleton Army,Inferno Tower,Freeze,Arrows,Bomber,6,14,12,9,12,9,14,14,6,14,12,9,12,9,14,14
2,pathOfLegend,0,1,Mighty Miner,Archers,Goblins,Rocket,Cannon,Goblin Drill,Wall Breakers,The Log,4,14,14,12,14,9,9,6,4,14,14,12,14,9,9,6,Goblins,Ice Spirit,The Log,Valkyrie,Miner,Poison,Archer Queen,Cannon,14,14,6,12,6,9,3,14,14,14,6,12,6,9,4,14
3,pathOfLegend,0,1,Mighty Miner,Archers,Goblins,Rocket,Cannon,Goblin Drill,Wall Breakers,The Log,4,14,14,12,14,9,9,6,4,14,14,12,14,9,9,6,Archers,Skeletons,Earthquake,The Log,Royal Delivery,Knight,Bomb Tower,Hog Rider,14,14,12,6,14,14,12,12,14,14,12,6,14,14,12,12
4,pathOfLegend,0,3,Mighty Miner,Archers,Goblins,Rocket,Cannon,Goblin Drill,Wall Breakers,The Log,4,14,14,12,14,9,9,6,4,14,14,12,14,9,9,6,Royal Giant,Minion Horde,Barbarians,Archers,Zap,Arrows,Hog Rider,Sparky,14,14,14,14,14,14,12,6,14,14,14,14,14,14,12,6
5,pathOfLegend,1,2,Mighty Miner,Archers,Goblins,Rocket,Cannon,Goblin Drill,Wall Breakers,The Log,4,14,14,12,14,9,9,6,4,14,14,12,14,9,9,6,Goblins,Tornado,Knight,P.E.K.K.A,Executioner,Zap,Mirror,Hog Rider,14,9,14,9,9,14,9,12,14,9,14,9,9,14,9,12
6,pathOfLegend,1,0,Mighty Miner,Archers,Goblins,Rocket,Cannon,Goblin Drill,Wall Breakers,The Log,4,14,14,12,14,9,9,6,4,14,14,12,14,9,9,6,Skeleton King,Fisherman,Giant Snowball,Arrows,Zappies,Giant Skeleton,Minions,Graveyard,4,6,14,14,12,9,14,6,4,6,14,14,12,9,14,6
7,pathOfLegend,0,1,Mighty Miner,Archers,Goblins,Rocket,Cannon,Goblin Drill,Wall Breakers,The Log,4,14,14,12,14,9,9,6,4,14,14,12,14,9,9,6,Electro Wizard,Bandit,Prince,Zap,The Log,P.E.K.K.A,Wizard,Dark Prince,6,6,9,14,6,9,12,9,6,6,9,14,6,9,12,9
8,pathOfLegend,1,0,Mighty Miner,Archers,Goblins,Rocket,Cannon,Goblin Drill,Wall Breakers,The Log,4,14,14,12,14,9,9,6,4,14,14,12,14,9,9,6,Giant Skeleton,Graveyard,Skeleton Army,Arrows,Freeze,Zappies,Bats,Archers,9,6,9,14,9,12,14,14,9,6,9,14,9,12,14,14
0,pathOfLegend,0,2,Goblins,Firecracker,Tornado,Golden Knight,Ice Spirit,Royal Hogs,Bomb Tower,Earthquake,14,14,9,4,14,12,12,12,14,14,9,4,14,12,12,12,Royal Giant,The Log,Fireball,Hunter,Monk,Phoenix,Goblins,Fisherman,14,6,12,9,4,6,14,6,14,6,12,9,4,6,14,6
1,pathOfLegend,0,1,Goblins,Firecracker,Tornado,Golden Knight,Ice Spirit,Royal Hogs,Bomb Tower,Earthquake,14,14,9,4,14,12,12,12,14,14,9,4,14,12,12,12,Spear Goblins,Minions,Mini P.E.K.K.A,Arrows,Goblin Drill,Baby Dragon,Dark Prince,Balloon,14,14,12,14,9,9,9,9,14,14,12,14,9,9,9,9
2,pathOfLegend,1,0,Goblins,Firecracker,Tornado,Golden Knight,Ice Spirit,Royal Hogs,Bomb Tower,Earthquake,14,14,9,4,14,12,12,12,14,14,9,4,14,12,12,12,Archers,Flying Machine,Royal Hogs,Fireball,Barbarian Hut,Royal Recruits,Golden Knight,Barbarian Barrel,14,12,12,12,12,14,4,9,14,12,12,12,12,14,4,9
3,pathOfLegend,1,0,Goblins,Firecracker,Tornado,Golden Knight,Ice Spirit,Royal Hogs,Bomb Tower,Earthquake,14,14,9,4,14,12,12,12,14,14,9,4,14,12,12,12,Golem,Phoenix,Barbarian Barrel,Lightning,Tornado,Baby Dragon,Tombstone,Golden Knight,9,6,9,9,9,9,12,4,9,6,9,9,9,9,12,4
4,pathOfLegend,1,0,Goblins,Firecracker,Tornado,Golden Knight,Ice Spirit,Royal Hogs,Bomb Tower,Earthquake,14,14,9,4,14,12,12,12,14,14,9,4,14,12,12,12,Mighty Miner,Dart Goblin,Rocket,Wall Breakers,Goblins,Goblin Gang,Skeleton Barrel,Royal Recruits,3,12,12,9,14,14,14,14,4,12,12,9,14,14,14,14
5,pathOfLegend,1,0,Goblins,Firecracker,Tornado,Golden Knight,Ice Spirit,Royal Hogs,Bomb Tower,Earthquake,14,14,9,4,14,12,12,12,14,14,9,4,14,12,12,12,Hog Rider,Mortar,Mighty Miner,Musketeer,Earthquake,Goblins,Royal Delivery,The Log,12,14,4,12,12,14,14,6,12,14,4,12,12,14,14,6
6,pathOfLegend,1,0,Goblins,Firecracker,Tornado,Golden Knight,Ice Spirit,Royal Hogs,Bomb Tower,Earthquake,14,14,9,4,14,12,12,12,14,14,9,4,14,12,12,12,Golem,Firecracker,Tornado,Magic Archer,Goblin Cage,Dark Prince,Lightning,Skeleton Army,9,14,9,6,11,9,9,9,9,14,9,6,12,9,9,9
7,pathOfLegend,1,2,Goblins,Firecracker,Tornado,Golden Knight,Ice Spirit,Royal Hogs,Bomb Tower,Earthquake,14,14,9,4,14,12,12,12,14,14,9,4,14,12,12,12,Minions,Dark Prince,Freeze,Royal Giant,Firecracker,Battle Ram,Zap,Mini P.E.K.K.A,14,9,9,14,14,12,14,12,14,9,9,14,14,12,14,12
8,pathOfLegend,1,0,Goblins,Firecracker,Tornado,Golden Knight,Ice Spirit,Royal Hogs,Bomb Tower,Earthquake,14,14,9,4,14,12,12,12,14,14,9,4,14,12,12,12,Electro Giant,Goblin Cage,Golden Knight,Lightning,Phoenix,Barbarian Barrel,Tornado,Baby Dragon,9,12,4,9,6,9,9,9,9,12,4,9,6,9,9,9
9,pathOfLegend,1,0,Goblins,Firecracker,Tornado,Golden Knight,Ice Spirit,Royal Hogs,Bomb Tower,Earthquake,14,14,9,4,14,12,12,12,14,14,9,4,14,12,12,12,P.E.K.K.A,Balloon,Lumberjack,Electro Dragon,Baby Dragon,Tornado,Freeze,Barbarian Barrel,9,9,6,9,9,9,9,9,9,9,6,9,9,9,9,9
10,pathOfLegend,0,3,Goblins,Firecracker,Tornado,Golden Knight,Ice Spirit,Royal Hogs,Bomb Tower,Earthquake,14,14,9,4,14,12,12,12,14,14,9,4,14,12,12,12,Goblin Giant,Dark Prince,Electro Wizard,Minions,Sparky,Golden Knight,Rage,Giant Snowball,9,9,6,14,6,4,9,14,9,9,6,14,6,4,9,14
11,pathOfLegend,2,1,Goblins,Firecracker,Tornado,Golden Knight,Ice Spirit,Royal Hogs,Bomb Tower,Earthquake,14,14,9,4,14,12,12,12,14,14,9,4,14,12,12,12,Mega Knight,Musketeer,Bats,Zap,Miner,Wall Breakers,Barbarian Barrel,Bandit,6,12,14,14,6,9,9,6,6,12,14,14,6,9,9,6
12,pathOfLegend,1,0,Goblins,Firecracker,Tornado,Golden Knight,Ice Spirit,Royal Hogs,Bomb Tower,Earthquake,14,14,9,4,14,12,12,12,14,14,9,4,14,12,12,12,Goblin Giant,Sparky,Golden Knight,Mini P.E.K.K.A,Phoenix,Zappies,Zap,Arrows,9,6,4,12,6,12,14,14,9,6,4,12,6,12,14,14
13,pathOfLegend,1,0,Goblins,Firecracker,Tornado,Golden Knight,Ice Spirit,Royal Hogs,Bomb Tower,Earthquake,14,14,9,4,14,12,12,12,14,14,9,4,14,12,12,12,Tornado,Executioner,Barbarian Barrel,Royal Ghost,Zappies,Golden Knight,Cannon Cart,Goblin Drill,9,9,9,6,12,4,9,9,9,9,9,6,12,4,9,9
